Publicado em 22/10 às 19:16;cód. 1100410050;24.000;Aceita troca,IPVA pago;Carros, vans e utilitários,FORD JEEP,FORD,Conversível,1960,271852,3.0 - 3.9,Gasolina,Não,Manual,Hidráulica,Vermelho,2 portas,1;Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Potência do motor,Combustível,Kit GNV,Câmbio,Direção,Cor,Portas,Final de placa;;Particular;Alto Caparaó;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/jeep-willis-1100410050;09/11/2022
Publicado em 08/10 às 23:29;cód. 1094487015;49.000;Não aceita troca;Carros, vans e utilitários,GM - CHEVROLET OPALA L/SL/SS/ 2.5/4.1,GM - CHEVROLET,Sedã,1960,93967,Gasolina,Não,Manual,Verde,5;Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Combustível,Kit GNV,Câmbio,Cor,Final de placa;;Particular;Juiz de Fora;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/opala-de-luxo-69-muito-conservado-1094487015;09/11/2022
Publicado em 18/09 às 13:43;cód. 1085857039;29.999;Aceita troca,IPVA pago;Carros, vans e utilitários,FORD JEEP,FORD,Conversível,1960,100000,Gasolina,Não,Manual,Azul,2 portas,8;Categoria,Modelo,Marca,Tipo de veículo,Ano,Quilometragem,Combustível,Kit GNV,Câmbio,Cor,Portas,Final de placa;;Particular;Lagoa Dourada;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/jipe-willys-1963-1085857039;09/11/2022
Publicado em 13/09 às 12:58;cód. 1083660175;None;;Carros, vans e utilitários,VW - VOLKSWAGEN KOMBI LOTAÇÃO 1.6 MPI,VW - VOLKSWAGEN,1960,11111,Não;Categoria,Modelo,Marca,Ano,Quilometragem,Kit GNV;;Particular;Juiz de Fora;https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/kombi-1083660175;09/11/2022
