3558911;11/11/2022;25.900,00;3.3;Chrysler Grand Caravan;Quilometragem,Câmbio,Ano - Modelo,Portas,Combustível,Placa,Troca?,cor;109.961 Km,Automático,1997/1997,5,Gasolina,CLT,Aceito Troca,Prata;7 LUGARES,ABS,ALARME,AR QUENTE,BANCO AJUSTE ALTURA,BANCOS DE COURO,CÂMBIO AUTOMÁTICO,COMPUTADOR DE BORDO,DESEMBAÇADOR,DIREÇÃO HIDRÁULICA,ENGATE,LIMPADOR TRASEIRO,RETROVISORES ELÉTRICOS,RODAS DE LIGA LEVE,TRAVAS ELÉTRICAS,VIDROS ELÉTRICOS,VOLANTE AJUSTÁVEL;Particular;Santa Luzia;29/11/2022
3279880;28/11/2022;264.900,00;4.8;Chrysler DeSoto;Quilometragem,Câmbio,Ano - Modelo,Portas,Combustível,Placa,Troca?,cor;0 Km,Manual,1955/1955,4,Gasolina,FVK,Não Aceita Troca,Azul;CÂMBIO MANUAL;Profissional;AV CRISTIANO MACHADO, 2355, Silveira, Belo Horizonte - 31140-560;29/11/2022
